5.000000000000000000e+00,1.609437912434100282e+00,5.000000000000000000e+00,1.609437912434100282e+00,5.000000000000000000e+00,1.609437912434100282e+00,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00
9.000000000000000000e+00,2.197224577336219564e+00,4.000000000000000000e+00,1.386294361119890572e+00,4.500000000000000000e+00,1.504077396776274167e+00,-1.000000000000000000e+00,-2.231435513142097093e-01,nan,nan,-5.000000000000000000e-01,-1.053605156578261148e-01,nan,nan,8.888888888888888395e-01
1.400000000000000000e+01,2.639057329615258407e+00,5.000000000000000000e+00,1.609437912434100282e+00,4.666666666666666963e+00,1.540445040947149069e+00,1.000000000000000000e+00,2.231435513142097093e-01,nan,nan,1.666666666666669627e-01,3.636764417087490209e-02,nan,nan,1.071428571428571397e+00
1.900000000000000000e+01,2.944438979166440262e+00,5.000000000000000000e+00,1.609437912434100282e+00,4.750000000000000000e+00,1.558144618046549912e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,8.333333333333303727e-02,1.769957709940084278e-02,nan,nan,1.052631578947368363e+00
3.000000000000000000e+01,3.401197381662155461e+00,1.100000000000000000e+01,2.397895272798370669e+00,6.000000000000000000e+00,1.791759469228054957e+00,6.000000000000000000e+00,7.884573603642703876e-01,nan,nan,1.250000000000000000e+00,2.336148511815050455e-01,nan,nan,1.833333333333333259e+00
4.700000000000000000e+01,3.850147601710058431e+00,1.700000000000000000e+01,2.833213344056216165e+00,7.833333333333333037e+00,2.058388132482003474e+00,6.000000000000000000e+00,4.353180712578454958e-01,nan,nan,1.833333333333333037e+00,2.666286632539485169e-01,nan,nan,2.170212765957447054e+00
8.200000000000000000e+01,4.406719247264253347e+00,3.500000000000000000e+01,3.555348061489413514e+00,1.171428571428571352e+01,2.460809098208939893e+00,1.800000000000000000e+01,7.221347174331973484e-01,nan,nan,3.880952380952380487e+00,4.024209657269364193e-01,nan,nan,2.987804878048780033e+00
1.320000000000000000e+02,4.882801922586370580e+00,5.000000000000000000e+01,3.912023005428145961e+00,1.814285714285714235e+01,2.898276937403277742e+00,1.500000000000000000e+01,3.566749439387324472e-01,6.428571428571428825e+00,3.289407275705779621e-01,6.428571428571428825e+00,4.374678391943378486e-01,1.877551020408163129e+00,1.841198607098824824e-01,3.030303030303029832e+00
1.780000000000000000e+02,5.181783550292085039e+00,4.600000000000000000e+01,3.828641396489095072e+00,2.414285714285714235e+01,3.183988565867760023e+00,-4.000000000000000000e+00,-8.338160893905088855e-02,6.000000000000000000e+00,3.489067193384577936e-01,6.000000000000000000e+00,2.857116284644822812e-01,2.806122448979591955e+00,2.399873098702122731e-01,2.325842696629212725e+00
2.140000000000000000e+02,5.365976015021851175e+00,3.600000000000000000e+01,3.583518938456109915e+00,2.857142857142857295e+01,3.352407217492723301e+00,-1.000000000000000000e+01,-2.451224580329851577e-01,4.428571428571428825e+00,2.820115751460013920e-01,4.428571428571430602e+00,1.684186516249632781e-01,3.414965986394558062e+00,2.588517395065105808e-01,1.682242990654205794e+00
2.490000000000000000e+02,5.517452896464707379e+00,3.500000000000000000e+01,3.555348061489413514e+00,3.285714285714285410e+01,3.492169159867882122e+00,-1.000000000000000000e+00,-2.817087696669640096e-02,4.285714285714285587e+00,2.779871641507590807e-01,4.285714285714281147e+00,1.397619423751588208e-01,4.015306122448978776e+00,2.762892202601903158e-01,1.546184738955823423e+00
2.750000000000000000e+02,5.616771097666571677e+00,2.600000000000000000e+01,3.258096538021482136e+00,3.500000000000000000e+01,3.555348061489413514e+00,-9.000000000000000000e+00,-2.972515234679313778e-01,2.142857142857142794e+00,1.228858950318730964e-01,2.142857142857145902e+00,6.317890162153139144e-02,4.142857142857143238e+00,2.519412274659083573e-01,1.134545454545454524e+00
2.850000000000000000e+02,5.652489180268650770e+00,1.000000000000000000e+01,2.302585092994045901e+00,3.400000000000000000e+01,3.526360524616161563e+00,-1.600000000000000000e+01,-9.555114450274362348e-01,-1.000000000000000000e+00,-7.580403586602428578e-02,-1.000000000000000000e+00,-2.898753687325195116e-02,3.738095238095238138e+00,2.097103417334511555e-01,4.561403508771928461e-01
3.170000000000000000e+02,5.758901773877280306e+00,3.200000000000000000e+01,3.465735902799726542e+00,3.357142857142856940e+01,3.513675365088845481e+00,2.200000000000000000e+01,1.163150809805680641e+00,-4.285714285714285476e-01,-1.280173695566953589e-02,-4.285714285714306016e-01,-1.268515952731608110e-02,3.122448979591836871e+00,1.504094666971293737e-01,1.413249211356466972e+00
3.400000000000000000e+02,5.828945617610207464e+00,2.300000000000000000e+01,3.135494215929149675e+00,2.971428571428571530e+01,3.391627930646004874e+00,-9.000000000000000000e+00,-3.302416868705768671e-01,-3.857142857142857206e+00,-1.109326842141422909e-01,-3.857142857142854098e+00,-1.220474344428406077e-01,1.653061224489796421e+00,7.047871332038958825e-02,1.014705882352941124e+00
