year,week,Ajdovščina,Brežice,Celje,Cerknica,Črnomelj,Domžale,Dravograd,Gornja Radgona,Grosuplje,Hrastnik,Idrija,Ilirska Bistrica,Izola,Jesenice,Kamnik,Kočevje,Koper,Kranj,Krško,Laško,Lenart,Lendava,Litija,Ljubljana,Ljutomer,Logatec,Maribor,Metlika,Mozirje,Murska Sobota,Nova Gorica,Novo mesto,Ormož,Pesnica,Piran,Postojna,Ptuj,Radlje ob Dravi,Radovljica,Ravne na Koroškem,Ribnica,Ruše,Šentjur pri Celju,Sevnica,Sežana,Škofja Loka,Slovenj Gradec,Slovenska Bistrica,Slovenske Konjice,Šmarje pri Jelšah,Tolmin,Trbovlje,Trebnje,Tržič,Velenje,Vrhnika,Zagorje ob Savi,Žalec
2014,5,2,10,28,5,1,7,3,1,5,3,3,2,14,9,2,1,2,12,1,1,2,3,1,85,3,0,53,4,1,18,18,16,6,2,3,1,20,0,6,2,4,1,2,3,4,5,8,2,2,3,5,15,0,1,11,3,1,2
2014,6,2,9,20,4,1,6,1,5,3,1,3,2,13,7,5,2,1,7,1,0,3,3,2,92,1,0,47,1,3,27,16,16,3,2,0,3,18,3,6,4,5,1,4,4,3,1,6,5,2,3,2,8,1,1,15,1,0,2
2014,7,4,8,27,1,1,1,1,3,5,1,2,4,10,9,5,0,3,19,2,2,2,4,1,78,0,3,48,1,1,19,14,25,0,5,1,2,13,1,7,1,1,0,0,1,4,5,8,9,4,6,4,9,2,3,12,5,0,2
2014,8,2,8,23,3,1,2,1,3,6,0,2,3,14,11,5,4,3,14,3,8,1,3,2,107,1,1,51,1,1,22,14,21,0,0,1,4,18,1,2,1,1,1,4,2,4,7,8,1,1,7,2,3,1,0,15,1,3,5
2014,9,1,10,35,0,2,7,1,1,5,1,1,5,10,8,2,4,6,21,2,7,3,2,0,100,3,5,39,1,1,33,12,23,0,4,2,6,16,4,4,2,3,1,1,3,8,7,10,2,1,2,4,11,2,2,12,1,0,6
2014,10,5,6,27,1,4,5,1,1,1,0,7,4,14,9,1,0,2,20,3,4,4,4,5,81,1,0,43,1,2,25,18,13,2,2,1,5,8,0,3,4,3,2,0,2,12,8,3,5,5,6,6,12,0,0,12,3,0,6
2014,11,1,8,29,3,1,5,3,3,3,1,3,2,9,7,2,2,4,15,0,5,4,3,4,78,1,3,57,0,3,22,21,22,1,3,1,2,13,1,6,4,2,1,4,1,2,6,7,3,1,1,5,3,0,2,18,2,5,2
2014,12,3,10,29,1,3,3,2,7,1,1,4,4,9,7,3,2,8,12,3,2,1,5,10,95,1,1,36,0,4,31,17,10,3,3,3,2,20,2,2,1,1,2,2,5,9,4,10,1,1,6,5,8,3,1,16,1,3,4
2014,13,1,14,14,5,3,5,0,2,8,0,4,0,17,6,4,1,3,13,2,2,5,1,2,89,1,1,41,1,4,25,16,13,2,0,1,1,14,2,5,4,1,1,3,1,6,3,7,3,3,1,3,6,1,0,5,1,1,5
2014,14,2,12,25,1,2,3,0,2,5,0,3,1,13,12,3,2,4,14,2,1,0,1,3,84,3,1,42,4,3,26,19,14,0,3,2,1,26,1,3,3,4,1,3,3,6,6,12,5,1,6,3,8,4,1,13,0,1,3
2014,15,1,7,21,3,3,2,0,3,4,1,3,5,13,10,2,0,6,14,3,1,2,1,3,89,3,3,56,1,2,16,18,16,1,1,1,1,9,1,3,0,4,3,1,3,4,1,8,2,1,4,4,5,2,4,9,2,5,6
2014,16,8,5,22,4,1,8,2,3,3,0,6,4,9,10,1,3,2,15,1,3,6,2,2,81,1,3,46,1,1,25,21,12,2,2,1,0,12,2,3,0,1,1,3,2,4,5,14,2,2,2,4,3,1,3,7,1,0,4
2014,17,6,10,27,2,0,4,0,1,0,1,3,3,8,6,5,3,4,8,1,2,1,4,3,75,0,3,34,0,0,27,13,6,2,0,0,2,13,0,3,1,2,1,3,4,2,4,12,4,0,3,2,4,1,2,9,2,3,3
2014,18,3,5,21,2,4,3,0,4,2,0,3,1,11,11,3,0,1,12,6,0,2,1,0,78,7,2,35,0,4,20,17,10,2,1,0,3,11,1,5,0,2,0,2,4,6,4,12,4,1,3,1,7,0,1,9,2,2,2
2014,19,2,9,12,1,3,7,0,2,4,0,6,1,9,6,2,4,2,12,0,3,7,6,4,68,2,1,34,2,0,17,19,14,3,1,0,1,13,1,3,1,2,1,3,1,6,1,4,2,4,2,2,6,3,0,5,1,1,1
2014,20,6,13,14,2,0,1,0,2,4,1,0,2,16,12,3,4,3,15,2,4,1,6,1,70,2,4,36,2,3,11,13,13,0,2,2,1,9,0,8,4,2,1,2,0,5,2,13,0,3,4,1,5,0,2,8,3,0,3
2014,21,3,7,29,4,1,4,0,1,2,1,1,1,12,8,3,0,4,20,2,2,5,1,1,85,2,1,34,5,4,17,12,12,0,2,2,2,14,1,3,4,2,1,3,4,3,3,6,2,1,7,7,5,1,2,11,1,1,6
2014,22,1,12,26,4,0,4,0,2,3,1,3,4,15,7,1,1,3,7,2,4,2,2,0,75,0,1,35,3,1,19,16,18,1,1,1,2,15,0,2,6,0,1,0,0,5,2,12,4,0,1,5,7,1,2,10,0,0,1
2014,23,2,8,16,2,3,4,0,5,2,0,3,1,15,7,4,2,6,6,0,4,3,1,2,71,2,1,54,1,3,13,16,15,2,4,4,3,13,1,4,1,2,1,1,5,4,4,6,2,4,6,3,5,0,2,13,0,1,5
2014,24,4,9,19,0,0,1,0,5,3,0,3,3,10,8,4,2,4,12,4,0,3,6,2,97,1,1,38,0,2,16,19,26,2,2,2,2,18,3,3,4,0,2,1,4,5,5,4,6,5,10,2,9,2,1,10,2,0,2
2014,25,2,6,18,2,1,3,1,1,6,2,1,1,14,8,1,3,5,12,1,3,0,5,0,69,1,4,37,1,2,18,12,11,0,0,0,2,10,1,5,2,2,1,0,2,5,6,6,1,1,1,2,13,3,1,12,1,1,3
2014,26,2,6,20,1,2,0,3,3,6,0,1,7,6,11,6,1,2,11,3,1,2,1,2,75,1,1,36,1,1,12,12,24,0,0,3,3,7,1,9,1,3,2,2,3,6,6,5,0,2,3,1,8,0,0,5,1,0,2
2014,27,1,4,17,4,2,4,1,2,2,0,1,1,14,13,1,0,4,14,2,2,1,4,3,69,0,0,38,1,2,20,14,17,1,2,0,2,18,0,8,1,2,0,1,3,3,9,12,5,2,4,3,3,0,1,8,8,2,6
2014,28,2,9,17,2,3,7,1,2,3,5,0,3,10,10,3,2,2,10,3,3,1,7,1,76,1,6,42,1,2,21,23,15,2,3,0,0,19,1,4,0,4,2,1,2,6,4,5,2,1,1,2,8,0,1,13,3,2,3
2014,29,2,9,20,4,2,8,1,1,1,1,1,3,16,14,4,1,5,11,3,4,3,3,0,66,2,2,35,3,3,23,16,13,0,1,1,3,17,1,4,1,1,0,1,4,6,4,7,2,2,8,5,7,3,2,8,3,0,7
2014,30,1,9,19,2,1,5,1,5,8,0,2,4,24,5,2,0,2,16,4,2,2,4,5,64,2,1,43,0,1,10,10,21,1,3,1,1,16,5,3,1,0,0,2,6,3,4,7,2,6,5,2,3,3,1,7,2,2,2
2014,31,0,5,23,5,4,7,1,3,4,1,3,2,13,7,5,2,4,9,2,1,6,5,1,76,0,0,37,0,0,22,9,9,1,3,2,4,12,1,4,2,0,0,2,0,3,3,7,4,2,4,3,6,2,2,10,2,1,5
2014,32,3,8,27,2,1,7,1,0,9,1,3,2,14,12,2,3,5,14,3,3,1,3,1,66,3,1,36,0,1,14,20,14,1,4,0,4,12,0,5,1,1,0,0,2,1,1,8,3,1,4,4,6,2,1,4,3,0,4
2014,33,4,7,22,4,3,2,0,3,4,0,2,1,13,9,3,4,4,12,2,0,2,3,2,65,2,2,46,0,1,16,18,11,1,2,2,2,14,1,2,4,5,1,0,1,4,3,8,2,0,1,3,5,2,0,8,4,0,4
2014,34,3,6,15,2,3,7,4,3,2,0,2,1,4,14,1,0,6,4,0,1,4,3,2,73,1,1,43,1,1,13,13,14,2,1,0,0,10,3,5,4,1,0,1,2,10,2,8,1,4,1,1,7,2,3,11,1,1,3
2014,35,4,9,24,3,2,3,2,3,1,0,2,2,11,11,2,5,2,8,7,0,3,2,1,77,0,1,42,1,6,26,12,9,1,1,1,1,20,2,6,3,2,2,3,2,2,1,11,1,0,2,2,4,2,2,9,0,0,3
2014,36,6,5,15,7,0,4,0,4,4,2,1,3,17,10,2,2,4,10,1,3,3,6,4,66,1,0,24,0,1,14,18,9,2,2,4,1,6,0,0,3,1,3,4,4,0,1,9,0,1,2,5,4,2,1,9,2,2,6
2014,37,6,13,17,3,1,8,1,3,0,1,3,1,8,5,1,2,5,9,0,3,5,1,2,78,2,0,37,2,4,18,19,17,2,2,0,5,15,0,6,1,1,1,2,0,8,8,5,7,2,2,6,6,0,6,11,2,3,6
2014,38,2,8,27,3,5,1,1,1,6,0,3,0,15,7,0,3,3,10,4,3,1,3,0,77,1,1,36,1,3,21,14,14,3,0,0,3,7,3,3,0,1,1,4,1,5,2,12,2,4,2,2,0,2,2,9,1,1,5
2014,39,1,7,19,4,1,4,0,4,3,2,1,3,6,15,1,4,2,13,2,3,1,1,1,80,5,0,50,1,0,21,19,17,0,1,2,1,8,2,3,8,4,1,6,3,3,7,10,1,1,2,2,4,6,0,10,0,4,3
2014,40,0,12,29,4,2,3,2,1,2,3,3,7,7,8,5,5,4,15,3,3,3,2,3,76,0,0,42,1,3,21,24,15,0,3,2,2,24,3,1,1,2,2,2,1,3,0,2,5,1,3,4,6,2,2,15,2,5,3
2014,41,1,6,29,6,1,3,0,2,1,0,3,0,9,12,2,1,4,12,1,2,3,3,2,90,1,2,51,2,3,14,10,12,1,4,0,1,12,1,4,5,3,0,0,2,3,0,12,1,2,9,1,5,1,2,8,2,3,5
2014,42,0,3,19,0,2,1,0,3,3,4,1,9,11,9,6,4,8,14,1,2,2,1,2,70,1,2,44,1,0,16,27,17,2,0,2,1,15,1,1,1,3,0,4,2,8,8,6,3,3,2,6,10,2,4,11,5,2,6
2014,43,1,9,21,5,0,2,1,1,1,1,1,1,11,20,1,1,3,11,3,4,3,2,1,80,1,1,41,3,2,17,25,20,3,2,3,0,16,0,4,4,4,4,3,3,7,6,6,1,1,3,4,4,1,0,9,1,3,4
2014,44,2,12,18,4,1,3,0,4,3,4,5,6,14,12,5,3,4,14,0,1,3,3,2,87,2,2,43,4,0,15,14,14,3,0,2,0,12,2,7,5,1,2,1,2,7,3,7,3,3,6,3,10,3,0,4,2,1,1
2014,45,1,10,23,2,3,8,0,1,4,1,3,3,12,11,2,1,0,10,0,3,3,3,3,74,1,0,49,1,0,16,22,13,3,0,3,3,9,4,3,2,3,2,0,4,4,5,13,3,2,2,5,6,1,1,11,2,0,5
2014,46,0,7,21,5,2,8,1,1,3,0,3,1,17,11,3,1,5,15,3,5,1,3,1,70,1,1,39,2,2,30,23,18,0,2,1,2,14,1,5,1,2,3,2,3,5,6,11,4,2,3,2,7,1,0,11,2,4,6
2014,47,3,10,24,3,3,5,1,3,3,0,1,3,11,11,4,1,4,18,1,0,4,1,1,65,2,2,40,3,1,21,15,18,1,3,0,0,13,3,8,0,3,1,4,0,3,3,7,2,1,3,1,6,2,1,7,2,1,5
2014,48,3,10,20,7,3,7,0,1,3,1,2,2,10,12,3,2,3,7,2,4,0,1,2,88,4,2,29,3,2,16,15,14,4,0,2,5,14,3,6,0,3,1,3,1,3,3,10,7,1,3,2,4,2,3,8,2,2,3
2014,49,2,8,19,5,1,4,3,3,0,1,2,1,4,4,2,3,2,18,2,3,2,6,2,86,2,1,47,2,8,17,12,17,1,2,1,2,18,2,7,3,11,3,2,7,2,2,5,1,3,7,0,9,3,4,14,3,4,6
2014,50,1,9,28,3,3,2,2,1,3,0,2,0,6,7,4,1,2,17,2,4,0,2,0,97,2,0,51,0,1,16,15,14,1,1,1,2,8,0,4,1,2,0,0,2,2,1,5,0,3,4,3,4,4,5,6,2,1,1
2014,51,3,8,15,5,1,3,0,1,2,1,0,4,17,9,3,2,3,13,3,7,1,5,5,76,1,3,45,3,2,19,14,23,2,2,0,3,16,2,4,2,1,1,1,5,5,7,8,2,2,5,2,6,1,2,6,3,5,7
2014,52,7,9,15,3,3,5,2,2,5,2,5,2,13,12,2,4,4,12,0,3,2,3,4,73,2,1,53,0,2,25,14,24,2,2,4,4,15,1,5,2,3,1,0,2,10,4,9,2,1,7,5,9,1,1,10,2,4,3
2015,1,2,5,18,0,0,4,0,1,3,0,0,2,6,4,1,0,2,14,2,2,0,3,1,58,3,1,32,1,1,10,12,7,2,0,1,2,8,2,6,2,1,1,2,1,4,4,6,1,2,2,0,4,2,3,5,2,0,7
2015,2,1,14,25,1,2,3,4,3,2,1,2,5,16,11,3,0,3,16,4,3,1,4,2,95,0,1,50,1,3,27,26,17,2,1,0,2,16,3,4,3,0,1,3,2,4,4,12,1,1,7,2,6,1,1,9,0,2,4
2015,3,2,9,21,8,0,4,0,2,1,1,2,1,17,18,6,2,11,12,4,2,3,5,1,107,2,2,55,1,3,26,10,24,3,7,1,1,20,1,4,1,2,1,7,4,7,2,10,6,1,3,6,12,0,1,15,3,0,6
2015,4,1,8,27,0,2,7,1,9,5,2,0,3,16,14,1,1,2,19,1,1,3,4,2,99,1,1,53,2,2,27,23,22,2,1,4,2,16,2,7,1,4,0,1,2,10,4,10,3,2,6,4,8,2,4,16,2,0,3
2015,5,2,12,26,2,0,7,2,5,6,3,6,3,7,14,5,2,6,17,5,7,0,2,2,95,1,3,48,2,2,18,23,18,3,1,1,3,15,1,6,6,3,0,4,4,5,4,10,7,2,9,1,5,1,0,14,3,4,3
2015,6,5,13,20,1,2,6,2,2,1,1,1,3,10,11,7,1,5,17,1,7,4,3,1,79,2,0,46,1,3,33,16,25,0,1,6,3,19,1,0,1,2,1,6,6,2,5,5,3,1,1,5,9,2,3,15,4,2,1
2015,7,6,14,26,0,5,7,0,6,4,3,2,3,15,13,5,2,9,21,3,7,5,3,2,81,2,0,49,4,4,25,22,18,0,6,8,10,15,2,1,0,6,3,2,4,8,5,9,7,3,1,2,8,1,1,13,3,0,7
2015,8,2,8,27,4,2,6,0,2,5,1,1,3,13,17,8,2,12,16,0,3,4,4,2,84,1,1,58,2,0,28,15,17,1,5,4,2,17,5,8,5,3,1,2,5,5,6,9,6,2,5,1,1,0,0,12,2,2,3
2015,9,6,6,27,4,3,1,0,4,3,0,3,1,23,11,5,1,6,14,5,2,4,6,3,104,1,0,51,2,3,18,12,30,1,2,2,6,19,2,5,2,3,3,2,7,5,3,7,1,2,4,2,9,1,2,13,1,2,2
2015,10,6,6,22,1,1,8,0,4,0,0,3,3,14,5,3,4,3,9,5,3,0,5,1,101,3,1,47,0,1,12,27,14,2,2,3,6,15,1,12,0,2,0,1,3,2,1,8,4,2,2,3,4,0,1,9,4,1,4
2015,11,1,12,33,3,2,10,3,1,4,2,1,5,12,9,6,1,2,12,3,4,2,3,1,109,3,0,39,2,1,16,25,23,1,3,2,3,12,3,10,2,0,2,1,1,3,5,12,2,1,4,5,4,3,1,16,1,3,3
2015,12,4,12,16,3,7,6,0,4,4,2,3,0,9,10,0,4,6,20,1,3,5,4,1,105,1,3,60,3,2,18,17,19,2,0,0,0,12,1,3,1,3,3,2,5,5,3,11,4,3,0,2,7,2,0,10,3,1,5
2015,13,1,9,28,5,2,5,1,4,2,2,3,1,10,15,5,0,3,15,0,3,2,4,3,85,5,6,70,3,2,28,25,15,2,2,1,4,31,1,4,1,2,3,3,0,4,2,12,4,0,3,4,3,3,2,9,5,5,3
2015,14,3,7,21,3,3,4,2,5,5,2,5,1,12,18,2,1,1,9,4,3,6,2,4,91,3,3,80,0,3,21,19,21,0,4,0,4,19,1,9,1,2,3,1,5,1,6,10,4,3,4,2,4,2,1,10,1,2,5
2015,15,2,11,28,3,3,7,1,4,3,3,3,0,10,10,2,2,9,15,3,0,3,2,3,89,2,3,59,2,2,20,18,18,2,1,2,2,11,1,4,3,2,1,0,0,3,8,5,3,2,6,3,8,3,2,17,2,0,9
2015,16,3,16,20,2,3,4,2,4,3,0,1,2,10,15,1,3,5,22,5,1,3,2,3,89,2,0,55,2,3,16,24,22,0,2,1,3,21,2,8,2,4,1,1,0,2,3,13,1,1,7,3,6,1,1,10,4,1,3
2015,17,0,12,20,1,3,7,2,2,5,0,4,1,14,11,6,1,3,13,2,4,5,5,3,73,3,2,46,1,2,28,19,23,5,4,0,1,11,2,6,4,1,2,1,3,3,3,9,6,0,3,3,2,0,1,11,6,4,2
2015,18,3,9,26,3,1,6,3,4,3,0,1,2,18,12,3,1,4,16,2,2,6,3,1,85,2,2,42,3,1,21,9,14,6,3,1,2,8,2,7,3,3,1,2,2,4,5,6,4,1,3,3,8,3,4,9,1,2,5
2015,19,3,3,17,1,1,7,1,6,4,1,3,2,11,10,6,3,0,13,0,3,5,4,4,73,0,5,34,2,0,23,15,16,4,1,1,2,15,3,5,2,1,1,4,3,1,4,4,6,0,2,4,9,3,2,16,2,2,5
2015,20,0,5,24,5,0,2,0,4,1,2,3,2,9,12,2,1,3,11,3,2,0,2,1,75,9,0,51,2,3,4,11,7,0,2,5,1,9,1,6,2,4,2,1,3,3,2,6,5,3,3,3,4,3,3,6,2,2,5
2015,21,3,7,15,3,4,6,0,0,2,2,1,4,12,8,2,1,2,14,2,6,3,2,3,64,3,1,37,0,2,17,19,18,0,5,2,1,8,0,5,3,2,0,2,4,4,0,11,2,2,2,2,4,1,5,7,1,0,3
2015,22,4,5,19,0,3,1,0,2,4,1,1,1,12,9,2,2,1,18,0,3,1,0,2,76,0,1,47,1,7,18,11,18,1,3,0,0,12,0,8,2,0,0,1,1,1,4,4,4,2,2,2,10,1,0,12,0,3,5
2015,23,2,16,23,2,1,5,5,0,4,1,1,0,9,13,4,5,0,13,1,2,4,2,2,68,4,4,35,1,1,19,14,14,2,3,3,4,16,2,5,3,3,2,0,1,5,3,6,5,2,1,4,7,1,1,16,3,4,1
2015,24,2,10,15,2,0,4,1,7,3,1,2,2,12,7,3,2,8,6,2,1,3,3,1,71,2,5,50,0,1,12,13,13,3,3,0,1,5,0,4,0,2,3,1,1,9,4,8,3,0,3,7,5,4,0,8,5,1,5
2015,25,0,4,22,2,3,6,1,1,1,0,6,4,13,12,3,0,3,13,3,3,2,3,2,67,1,0,41,0,1,18,13,18,1,3,2,2,13,0,4,2,2,1,0,3,1,2,6,4,3,3,2,4,4,2,13,0,2,2
2015,26,1,3,15,2,2,0,1,0,1,0,2,1,13,9,2,1,1,9,1,3,4,3,1,71,0,6,49,0,1,14,10,14,1,1,0,3,12,3,3,2,0,0,0,1,7,0,8,4,3,4,2,7,0,0,11,0,1,5
2015,27,3,4,18,3,1,3,1,2,1,1,5,1,15,11,1,2,3,9,1,2,1,4,3,86,2,1,41,2,4,28,14,22,1,2,2,1,11,1,5,2,5,1,4,1,5,7,11,4,2,6,3,5,2,1,12,1,1,6
2015,28,4,6,24,1,1,4,0,2,5,2,5,2,14,9,3,0,4,19,1,5,6,1,2,86,0,7,32,2,4,10,13,20,1,5,2,0,18,2,0,0,2,1,2,4,1,3,9,3,4,2,4,8,3,2,12,2,0,5
2015,29,1,6,28,8,1,4,1,0,1,1,3,2,14,7,3,1,5,17,2,2,1,4,3,77,5,10,43,1,2,9,16,23,2,3,6,3,13,2,4,0,1,2,0,1,6,6,9,1,1,6,1,8,1,3,16,1,2,7
2015,30,4,15,17,6,4,4,0,3,7,0,2,2,8,8,3,2,8,10,2,2,4,3,1,76,1,1,47,3,3,23,16,14,3,6,4,1,19,2,8,1,2,2,4,6,4,4,8,2,2,3,3,7,3,4,6,7,0,6
2015,31,6,12,26,3,0,8,2,2,1,0,5,2,12,8,1,0,5,3,0,2,1,5,0,86,1,2,28,0,4,13,16,14,2,3,0,2,18,0,3,2,0,1,2,3,1,3,8,1,5,2,2,4,1,0,8,3,2,4
2015,32,1,3,26,1,1,3,1,2,7,2,1,5,10,11,4,2,2,8,0,0,0,3,1,81,5,1,31,1,2,21,15,12,1,2,2,2,9,1,5,2,1,0,2,4,3,3,8,4,2,1,7,6,7,2,8,2,2,0
2015,33,4,5,24,1,1,4,0,2,2,3,3,3,17,9,4,0,4,11,2,1,0,3,3,83,1,0,54,0,4,22,21,10,1,2,0,2,7,1,8,2,2,2,2,2,7,4,6,5,0,4,5,9,2,3,6,5,2,4
2015,34,1,8,31,3,0,2,0,6,1,0,2,0,7,17,5,3,3,12,1,2,4,2,0,71,2,1,32,1,2,17,15,16,1,5,1,4,16,1,2,1,2,0,3,3,2,4,7,1,3,3,2,4,3,2,14,0,4,3
2015,35,2,8,20,0,4,3,1,5,5,1,4,7,11,4,3,3,3,14,3,3,1,0,1,69,1,2,44,0,1,15,18,13,0,2,0,1,15,3,4,1,4,0,2,2,3,3,7,1,2,4,3,6,1,4,12,1,1,4
2015,36,2,5,18,3,3,4,1,0,5,2,3,2,7,5,4,1,3,11,2,0,1,2,3,64,1,2,37,0,5,19,15,18,1,3,2,1,13,1,6,2,2,2,2,1,5,0,9,4,2,1,1,6,1,1,9,2,1,4
2015,37,3,6,24,4,0,4,2,2,3,0,1,1,14,13,2,1,2,9,0,3,4,4,3,67,0,0,35,1,1,11,14,14,0,0,1,0,7,1,4,4,2,1,2,3,4,2,6,1,6,3,4,2,1,3,7,3,3,1
2015,38,2,3,22,2,2,4,1,0,1,0,4,0,15,7,5,1,4,8,3,2,2,1,3,80,3,1,48,1,2,16,15,21,5,1,4,3,17,4,9,2,1,2,5,0,5,4,5,1,3,6,1,5,1,1,12,2,1,1
2015,39,0,8,20,1,1,5,1,4,3,0,2,6,9,10,1,1,5,11,0,2,1,2,3,69,1,1,40,1,2,23,13,9,0,0,1,0,8,3,4,3,1,1,1,1,2,6,9,2,0,5,5,1,1,1,17,1,0,3
2015,40,2,8,13,1,2,3,0,3,3,0,1,6,8,6,0,2,1,17,2,1,1,3,3,79,1,1,39,0,2,19,16,14,2,3,2,3,12,3,6,1,3,1,3,3,4,3,12,5,0,3,3,4,1,1,10,5,1,3
2015,41,4,11,26,4,2,4,1,5,3,0,1,4,22,18,6,5,3,14,1,0,2,1,3,72,2,0,50,2,2,12,10,22,3,4,5,1,16,6,3,2,4,0,3,4,3,4,8,2,2,1,3,6,1,0,12,1,3,4
2015,42,4,7,17,4,2,4,1,2,3,0,3,3,13,10,6,2,5,14,3,2,4,0,1,63,5,4,48,2,3,21,12,12,2,6,2,4,8,2,5,1,0,1,2,7,3,2,10,2,1,2,2,5,2,2,15,2,0,5
2015,43,3,6,18,2,3,4,1,3,7,2,1,4,16,9,1,2,7,9,1,4,0,2,3,96,1,1,59,1,3,17,17,17,2,7,4,6,14,0,3,3,2,1,2,3,4,2,10,1,3,1,4,6,1,1,8,2,0,1
2015,44,4,9,18,2,6,2,1,4,3,2,2,2,10,10,6,2,5,17,1,3,2,0,2,95,1,1,52,1,6,16,24,13,3,0,1,5,11,0,5,3,0,0,1,5,3,2,10,5,3,6,2,6,1,3,14,2,5,5
2015,45,2,11,27,1,4,7,1,3,0,1,1,2,10,6,3,1,4,17,1,3,0,1,1,78,2,0,41,0,2,15,28,17,1,1,4,7,11,2,4,2,3,1,2,3,4,7,8,2,3,2,2,13,4,1,9,2,2,3
2015,46,4,6,15,1,2,3,2,6,3,5,1,2,12,10,6,0,6,5,3,4,3,2,0,83,6,3,55,1,2,20,24,17,3,2,0,5,14,1,5,2,1,0,3,1,6,5,5,2,2,6,0,4,0,3,5,1,1,4
2015,47,3,6,18,2,2,4,0,3,4,0,2,5,10,12,2,5,3,12,1,4,2,2,1,77,7,3,43,0,2,18,14,15,2,5,1,3,17,1,1,3,4,1,0,4,6,2,8,4,5,2,1,6,3,1,11,2,1,3
2015,48,0,7,18,3,1,8,0,5,7,0,4,2,13,19,1,0,2,11,1,4,4,1,0,71,0,0,55,5,2,18,23,8,5,1,9,2,17,1,5,3,1,0,2,5,4,3,6,8,3,7,0,2,1,0,14,2,1,3
2015,49,3,7,21,2,0,9,1,2,6,0,3,3,7,14,1,5,1,14,2,4,0,2,2,81,4,1,40,1,1,16,15,23,1,1,1,6,18,2,5,1,1,1,1,2,1,6,4,4,2,2,1,11,3,1,16,2,1,1
2015,50,4,14,22,1,5,5,1,2,7,2,2,1,13,14,1,1,2,19,2,5,4,1,4,106,2,2,42,3,2,25,15,21,1,2,1,2,14,2,14,0,1,2,1,0,6,4,8,5,1,3,2,5,1,1,21,1,0,5
2015,51,3,7,26,5,1,4,0,2,0,0,2,1,13,7,3,0,2,8,4,2,4,3,3,72,4,3,36,3,3,16,17,22,1,0,2,3,19,0,4,4,4,1,6,5,4,0,10,6,2,2,2,5,3,0,14,3,1,4
2015,52,4,10,26,4,3,4,3,2,4,2,0,1,15,9,6,2,4,14,2,2,1,2,4,66,2,4,32,1,4,12,19,13,2,1,4,4,7,1,4,1,1,2,2,2,5,2,7,1,2,5,3,10,3,2,6,3,1,4
2015,53,3,3,15,2,2,0,2,2,3,1,0,8,6,5,2,4,5,4,0,3,1,1,0,42,1,3,36,1,0,6,7,8,1,2,2,1,4,0,3,2,1,0,0,3,0,1,6,2,1,5,4,5,2,0,8,1,0,2
2016,1,4,5,22,5,3,8,3,2,6,1,0,4,22,10,5,1,3,22,6,4,0,3,4,98,2,1,58,4,4,16,21,16,4,4,1,5,11,3,7,1,2,1,0,1,5,6,6,7,6,4,2,13,3,1,12,4,2,4
2016,2,1,14,21,3,5,8,1,2,2,1,0,2,15,10,2,4,7,13,1,2,5,2,4,108,1,3,53,1,3,24,20,18,3,1,3,2,11,1,5,2,0,3,1,3,7,5,10,4,2,8,3,5,2,0,14,0,1,8
2016,3,3,6,25,2,0,7,2,0,2,0,2,2,11,17,2,0,3,14,3,1,3,2,7,75,3,1,46,1,1,25,22,23,3,2,1,1,15,1,4,5,3,2,1,4,3,4,12,6,1,6,6,7,3,2,10,3,2,6
2016,4,1,11,38,6,1,4,4,1,4,2,3,1,18,11,5,2,5,15,4,0,1,2,4,82,4,2,49,1,4,27,24,24,2,2,4,2,18,5,8,1,1,0,5,3,8,3,5,6,2,6,3,12,3,1,10,2,2,1
2016,5,2,7,23,7,1,8,0,2,2,4,1,4,13,14,3,2,3,16,6,2,1,4,0,93,4,0,52,2,4,20,21,18,0,4,1,4,18,1,4,1,2,0,1,2,5,9,16,5,1,2,3,10,2,4,12,0,1,12
2016,6,1,6,27,7,3,7,1,3,2,1,2,3,23,13,3,2,2,18,1,3,2,2,2,72,6,4,49,3,5,23,24,24,4,0,3,1,18,2,3,2,1,1,1,2,7,2,7,3,3,1,2,4,3,1,8,7,0,9
2016,7,2,8,24,4,0,5,3,1,1,0,2,3,11,9,4,2,3,15,3,4,1,3,2,103,4,0,58,0,3,30,26,23,2,1,0,2,14,1,5,1,2,1,3,1,8,1,9,4,0,1,2,3,1,2,14,4,2,2
2016,8,3,11,23,3,2,5,1,2,4,0,0,1,14,5,2,1,5,22,2,0,1,2,0,79,3,0,56,0,2,21,21,18,3,3,1,5,24,2,7,1,9,4,1,3,5,7,7,1,2,3,5,8,3,3,9,4,1,2
2016,9,1,9,24,7,2,8,2,1,3,4,4,3,12,12,1,1,3,14,5,3,3,2,1,98,2,2,53,3,0,19,20,21,4,3,2,3,20,3,5,3,2,0,3,1,5,3,8,1,2,4,7,3,2,2,12,3,1,5
2016,10,3,2,25,3,2,6,2,1,5,0,2,2,7,13,0,2,2,21,3,5,5,3,1,98,4,2,49,1,2,24,23,17,1,1,4,1,16,1,4,0,2,1,1,4,7,3,4,3,2,2,10,8,1,0,15,1,2,5
2016,11,3,10,32,3,2,5,0,4,6,3,1,3,12,14,2,3,5,15,3,2,3,1,3,105,3,2,39,2,0,22,8,19,2,1,4,3,10,2,2,2,2,1,1,0,4,5,11,3,2,5,5,2,2,3,10,2,3,2
